,CHATHAM STREET,BLESSINGTON STREET,BOLTON STREET,GREEK STREET,CHARLEMONT PLACE,CHRISTCHURCH PLACE,HIGH STREET,CUSTOM HOUSE QUAY,EXCHEQUER STREET,DAME STREET,EARLSFORT TERRACE,ECCLES STREET,FITZWILLIAM SQUARE WEST,FOWNES STREET UPPER,HARDWICKE STREET,GEORGES QUAY,GOLDEN LANE,GRANTHAM STREET,HERBERT PLACE,JAMES STREET EAST,LEINSTER STREET SOUTH,TOWNSEND STREET,CUSTOM HOUSE,CATHAL BRUGHA STREET,MERRION SQUARE EAST,MERRION SQUARE WEST,MOLESWORTH STREET,MOUNTJOY SQUARE WEST,ORMOND QUAY UPPER,PARNELL SQUARE NORTH,PARNELL STREET,PEARSE STREET,PRINCES STREET / O'CONNELL STREET,PORTOBELLO HARBOUR,SMITHFIELD,ST. STEPHEN'S GREEN EAST,ST. STEPHEN'S GREEN SOUTH,TALBOT STREET,WILTON TERRACE,JERVIS STREET,HARCOURT TERRACE,SMITHFIELD NORTH,PORTOBELLO ROAD,UPPER SHERRARD STREET,DEVERELL PLACE,STRAND STREET GREAT,EXCISE WALK,GUILD STREET,YORK STREET WEST,YORK STREET EAST,NEWMAN HOUSE,CLONMEL STREET,HATCH STREET,MOUNT STREET LOWER,GRATTAN STREET,SIR PATRICK DUN'S,DENMARK STREET GREAT,NORTH CIRCULAR ROAD,HARDWICKE PLACE,LIME STREET,FENIAN STREET,SANDWITH STREET,CONVENTION CENTRE,NEW CENTRAL BANK,THE POINT,HANOVER QUAY,GRAND CANAL DOCK,BARROW STREET,KEVIN STREET,JOHN STREET WEST,FRANCIS STREET,OLIVER BOND STREET,JAMES STREET,MARKET STREET SOUTH,WOLFE TONE STREET,MATER HOSPITAL,ECCLES STREET EAST,ST. JAMES HOSPITAL (LUAS),ST. JAMES HOSPITAL (CENTRAL),MOUNT BROWN,EMMET ROAD,BROOKFIELD ROAD,ROTHE ABBEY,PARKGATE STREET,COLLINS BARRACKS MUSEUM,BLACKHALL PLACE,FITZWILLIAM SQUARE EAST,BENSON STREET,SOUTH DOCK ROAD,HEUSTON BRIDGE (NORTH),HEUSTON STATION (CENTRAL),HEUSTON STATION (CAR PARK),ROYAL HOSPITAL,KILMAINHAM LANE,KILMAINHAM GAOL,FREDERICK STREET SOUTH,CITY QUAY,HEUSTON BRIDGE (SOUTH),KING STREET NORTH,WESTERN WAY
EMMET ROAD,22.20841689,20.87529238,19.22387647,17.29550574,23.73249838,18.46323259,16.0825227,29.3028784,21.6126787,20.08703827,24.31929213,20.63322651,26.87965374,21.7651339,22.34619508,27.29065688,19.57388028,20.92896143,30.44533602,29.10787509,25.992334,26.04241842,26.15436404,23.71107416,29.82895968,27.19457419,24.22710653,25.15520118,19.61476339,21.64524226,21.41316665,27.99981222,23.50945444,21.41068586,14.89043839,25.27148162,22.40600034,27.18708913,27.13896303,20.42917816,24.61262896,15.12866693,20.09132911,24.55038977,26.12813422,21.50825236,31.12773278,32.72828349,21.05177035,22.36558015,23.09420238,21.99034627,23.19560956,32.27772143,31.16706183,32.68783355,23.75803958,24.88857462,23.14108939,31.36582613,29.74132446,29.60476294,33.86169229,35.66581146,37.53439411,34.40714281,33.63464996,34.83277695,19.64196398,15.05374293,15.95860145,13.46984108,10.14134936,9.961741636,20.0975491,22.95361852,22.25823304,7.37962529,6.104609171,5.341245815,0,3.945381893,2.255847459,8.67075347,11.57095603,13.42908981,27.84462728,36.19704188,37.207719,8.359789185,6.150576449,5.869986114,5.600964169,1.592669372,1.112114263,24.84005388,30.1496285,8.402995099,17.40784867,19.97589456
BROOKFIELD ROAD,18.37472566,17.73944818,15.82449239,13.71787786,19.78716993,14.71295635,12.36390142,25.60200404,17.83258879,16.3461068,20.38805725,17.68445086,22.9717856,18.03044451,19.06177387,23.5955833,15.74011173,16.99180217,26.52790344,25.20760543,22.17813704,22.31481662,22.49131007,20.22459511,25.9655849,23.33580371,20.39766485,21.80953321,15.95495573,18.28110402,17.93063434,24.22415275,19.90417467,17.46681199,11.44453165,21.38263401,18.50844583,23.5939468,23.2024676,16.85016931,20.67414471,11.81376319,16.15149462,21.3301295,22.56737758,17.86137146,27.41233427,29.00699507,17.18414253,18.48811038,19.19271898,18.07279855,19.26229011,28.39693589,27.30653438,28.82222866,20.42688336,21.71519856,19.90776542,27.61231163,25.90807574,25.84178061,30.12488317,31.91555619,33.77325678,30.60999807,29.81584242,30.99854955,15.74360432,11.32649626,12.17838152,9.813169764,6.559941238,6.27971348,16.55187067,19.89910502,19.12951935,3.695126613,2.286080956,1.943163158,3.945381893,0,1.809399029,5.948617299,8.320500412,10.16150467,23.92978243,32.3968848,33.37406066,5.683160793,4.006256412,4.033317503,2.816759549,2.716901171,4.972983262,21.01436974,26.41470443,5.568326706,14.02834832,16.77113925
ROTHE ABBEY,20.1840469,19.38865061,17.55116792,15.48871974,21.53788103,16.51684854,14.16229709,27.40167972,19.64007539,18.14929778,22.1706314,19.27103995,24.7685023,19.83325962,20.75907962,25.39407755,17.54948178,18.76834143,28.31957915,27.00686358,23.98748191,24.11755124,24.28441997,21.97871103,27.77258395,25.14346237,22.20702207,23.5272698,17.74505439,20.00075211,19.68202175,26.03186547,21.68541965,19.20137254,13.17695022,23.18557809,20.30948076,25.37412837,24.9784574,18.62401882,22.44770146,13.50733626,17.87205797,23.01063342,24.34026001,19.64995981,29.21421143,30.80977649,18.99132821,20.29372136,20.99239277,19.86581466,21.04297265,30.20101947,29.11379454,30.62879497,22.1392921,23.38170069,21.59066521,29.41844151,27.71725811,27.64861981,31.92953291,33.72165582,35.58037055,32.41906949,31.62523699,32.80761015,17.54495402,13.12562806,13.98482767,11.59727909,8.316578257,8.062427323,18.31775035,21.52525418,20.7786278,5.466016709,4.084541507,3.552801584,2.255847459,1.809399029,0,7.370391669,9.978336569,11.8341911,25.72317293,34.20607304,35.1831074,7.079499139,5.08850874,4.961215364,4.1532194,1.56491306,3.349023567,22.82375885,28.21882494,7.031067077,15.74653017,18.44071909
PARKGATE STREET,14.67734416,12.21398152,10.72984529,9.124354904,17.44280171,10.72445103,8.371387868,21.16894548,13.86297236,12.24698477,17.52679056,11.97040124,19.71676786,13.85194915,13.73485207,19.16537386,12.15138451,14.40916301,23.30488858,21.82726294,18.27087415,18.01962325,17.96970109,15.26309834,22.28083035,19.66780034,16.61528641,16.5679197,11.55296326,13.09230912,12.98618573,20.09645788,15.24445483,15.45005192,6.576159657,17.98780239,15.28868841,18.85819009,20.35854684,12.16991221,17.95879782,6.62729897,14.38641646,15.9038774,17.75790353,13.36546521,23.01186848,24.61352558,13.7630424,15.09137849,15.98586478,15.09600488,16.48430938,24.79989721,23.58268783,25.11159271,15.16773929,16.22874955,14.50287631,23.35141701,22.03995463,21.63856802,25.77832813,27.60594587,29.49307459,26.50560598,25.82309459,27.07490089,12.66577916,7.462508523,8.508481166,5.799859571,3.048682604,3.399715236,11.78607113,14.28287077,13.59348006,3.247098712,4.277907586,4.019859628,8.67075347,5.948617299,7.370391669,0,3.179818336,4.9350212,20.7297825,28.29124305,29.42611067,0.3147579143,2.564044025,2.941778323,3.217547019,7.084189799,9.255130085,17.19523072,22.09465095,0.434372105,8.922797934,11.33792821
COLLINS BARRACKS MUSEUM,11.54784216,9.419629553,7.658784493,5.945252758,14.60545659,7.584943703,5.275704791,17.999192,10.70285742,9.081549442,14.54281436,9.404308847,16.62879871,10.67586684,10.79305845,15.99327846,9.069337762,11.55978745,20.20545062,18.70885627,15.10293427,14.84060174,14.80338528,12.16968796,19.12386025,16.51894319,13.46394719,13.58761529,8.37319751,10.07434948,9.878552449,16.9169604,12.08820809,12.76713585,3.40556542,14.88559329,12.24571055,15.72268236,17.35078759,9.00689486,15.00720713,3.55771175,11.83388342,13.03306674,14.63424844,10.18953215,19.84141821,21.44386009,10.69450271,12.01229439,12.93762728,12.11605614,13.53618975,21.64681656,20.42000416,21.947869,12.19230032,13.40432551,11.61409298,20.17386009,18.86891548,18.45908606,22.60626257,24.43269876,26.31909604,23.32583147,22.64438381,23.89764725,9.706268641,4.445889763,5.504573536,2.866823726,2.208017288,2.764649704,8.633716457,11.58137415,10.80985518,4.758315998,6.179671852,6.428747276,11.57095603,8.320500412,9.978336569,3.179818336,0,1.861451427,17.64607571,25.11160491,26.24747143,3.478166284,5.663620635,6.078215864,5.970352735,9.980698454,12.25898554,14.0378316,18.91878654,3.290346134,5.842036732,8.462430937
BLACKHALL PLACE,10.10026149,7.582986878,5.813492585,4.292495882,13.59383291,6.160506415,4.062650246,16.25620768,9.171369746,7.542383509,13.33539884,7.645343983,15.23823298,9.067259569,8.931879257,14.25902946,7.760353384,10.57604325,18.7803636,17.25072024,13.52077797,13.14750833,13.05278471,10.3377524,17.5701927,14.9953792,11.94512035,11.72723333,6.729168847,8.216936041,8.054539689,15.25508644,10.31791149,11.96207679,1.74062386,13.47638464,10.96656367,13.92322701,16.08850081,7.254175396,13.84225314,1.704121327,11.18806399,11.17663,12.82355389,8.480619162,18.09970649,19.6992579,9.387367055,10.6697863,11.64245121,10.94045433,12.39046964,20.09975767,18.84570393,20.36770917,10.33140059,11.55428474,9.756477623,18.4625356,17.26503987,16.7688646,20.8686816,22.69866795,24.58728375,21.64013226,20.98789494,22.25324205,8.603049902,3.502547825,4.490595558,2.433532615,3.805537028,4.288900911,6.859331322,9.763112125,8.972036677,6.551351286,7.986817067,8.282493619,13.42908981,10.16150467,11.8341911,4.9350212,1.861451427,0,16.25882872,23.42026693,24.58921655,5.244830518,7.471750899,7.870637363,7.829524633,11.83802923,14.10512877,12.49761419,17.19833805,5.099679467,3.998845279,6.610435661
FITZWILLIAM SQUARE EAST,6.171701499,13.35451849,11.99299118,12.07912688,4.99870081,10.1012846,12.3725274,6.28446415,7.20725238,8.791797724,3.660142926,14.78621179,1.020610338,7.553011245,11.78533374,5.981964661,8.580861713,7.052105167,2.603625408,1.455742707,3.791514845,5.484599717,6.578984465,9.427045797,2.933789847,2.264733644,4.564491204,10.85876609,9.797042295,11.24863872,10.25605256,4.405089165,8.081857357,7.288228331,14.52857639,2.787427441,5.477786044,7.689647523,1.626230641,9.907935921,3.606862992,14.92042281,8.656148341,12.18483861,8.14174515,8.621831817,6.88065825,7.819897091,6.967503252,5.638570903,4.779200489,5.857358349,4.782211838,4.724218381,4.054692792,5.327948338,11.09890105,12.66450422,12.13074442,6.319123829,3.624374477,5.161094946,8.417722606,9.708808971,11.21927852,7.923912738,6.9120364,7.765974882,8.220069458,13.26929213,12.23236118,14.93799197,18.10765876,18.11206102,10.38643769,13.74221661,13.16696265,20.56031508,21.74560115,22.61012704,27.84462728,23.92978243,25.72317293,20.7297825,17.64607571,16.25882872,0,9.485662185,10.0130664,20.99600476,22.93810608,23.39590485,22.72387567,26.40779059,28.79377116,4.194767762,5.985729831,20.71901144,13.14712945,13.08907333
BENSON STREET,14.03585004,17.85777811,17.93924146,19.16722778,14.48385195,17.74431722,20.13752746,7.288979769,14.58532083,16.13517776,13.01491469,19.03177002,10.15532622,14.47676204,15.9535314,9.210928681,16.66395304,16.21715044,7.518126072,8.031057282,10.22079844,10.27424535,10.45410376,13.66126387,6.735006721,9.216042249,12.0134974,13.50551877,16.74045471,16.0553735,15.67042807,8.213216651,13.20571597,16.73006958,21.72366,11.34694393,14.17787029,9.989469396,10.92252419,16.18678802,13.06729328,21.80593073,18.06578478,14.85909192,11.1304371,14.93967497,5.505789806,4.053098173,15.29631954,14.05799226,13.56195209,14.81778464,14.06956873,4.924814083,5.454520515,4.219415831,14.61220338,15.01166537,15.69955358,4.98152508,6.553439329,6.653208292,2.924037321,1.567655108,1.8179723,1.791100789,2.640770656,1.796304982,16.85545338,21.15562736,20.23873291,22.7773822,26.10674977,26.24187135,16.61071828,16.99901059,16.95738608,28.81747945,30.13203997,30.86042615,36.19704188,32.3968848,34.20607304,28.29124305,25.11160491,23.42026693,9.485662185,0,1.5335592,28.58922775,30.73074172,31.16374625,30.77391981,34.67473163,37.0543714,11.39345961,6.262033784,28.38148686,19.60506229,18.16807516
SOUTH DOCK ROAD,15.00160699,19.23611881,19.19934688,20.31389291,14.98350993,18.79992133,21.19708215,8.619303314,15.6310689,17.21218358,13.63566267,20.43730938,10.78415589,15.57787018,17.3342825,10.47788773,17.63698839,16.93504683,7.783037541,8.567896956,11.22238032,11.45563417,11.7289392,15.00163634,7.471939978,10.0629975,12.98094353,14.94511082,17.87727092,17.39094657,16.94990911,9.334751929,14.46304447,17.301286,22.87736158,12.12710849,14.99961653,11.36903269,11.32921823,17.39071678,13.61982476,22.99933849,18.66629556,16.314095,12.49940219,16.11861272,6.892699182,5.517579314,16.2077545,14.93272439,14.35598543,15.58667806,14.72674677,5.296105767,6.13451886,4.697526052,16.01773367,16.48332585,17.11546013,6.280061161,7.467033156,7.849959697,4.427187532,3.057154417,2.444663642,3.043314776,3.603122392,2.375539941,17.72402157,22.2030763,21.25922698,23.84286858,27.16091967,27.27240366,17.82645055,18.44501681,18.37322809,29.83163693,31.12229603,31.88168923,37.207719,33.37406066,35.1831074,29.42611067,26.24747143,24.58921655,10.0130664,1.5335592,0,29.72029378,31.83661791,32.27499784,31.83433093,35.70111793,38.08646208,12.36770639,7.556909839,29.50100833,20.82973701,19.50661414
HEUSTON BRIDGE (NORTH),14.95469582,12.52745435,11.04243606,9.423402629,17.67117562,11.00550332,8.645669023,21.47276213,14.14870539,12.5348375,17.77654554,12.27850015,19.9840447,14.14447134,14.04960858,19.46840156,12.42019692,14.64146516,23.57391763,22.10069009,18.55892944,18.31872552,18.27436724,15.57519032,22.56455582,19.94926523,16.89787142,16.88262333,11.8496893,13.4065125,13.29730725,20.39212147,15.55099635,15.65993567,6.878792983,18.25836096,15.54907774,19.16753417,20.61115132,12.47502717,18.20334494,6.938769754,14.58183631,16.21808695,18.06825037,13.66679034,23.31550104,24.91742015,14.02858538,15.35825698,16.24685987,15.34636544,16.72906843,25.08219585,23.86832155,25.39753722,15.48244578,16.542247,14.8173488,23.6518654,22.32916245,21.93694834,26.08145404,27.90864469,29.79548589,26.80308447,26.1174186,27.3677443,12.91489102,7.726817739,8.769035864,6.060266082,3.213437419,3.524682149,12.09294167,14.59398187,13.9065447,3.127183154,4.080396963,3.764504418,8.359789185,5.683160793,7.079499139,0.3147579143,3.478166284,5.244830518,20.99600476,28.58922775,29.72029378,0,2.249287828,2.628827603,2.929549522,6.774198365,8.940730541,17.47958595,22.39612501,0.3862172521,9.234652637,11.6524761
HEUSTON STATION (CENTRAL),16.97795823,14.76853835,13.27996772,11.5866473,19.37870895,13.06172569,10.67403095,23.65404945,16.22474279,14.6268711,19.62017482,14.4871669,21.93451811,16.26156164,16.29885566,21.64551448,14.39897985,16.38659549,25.5306501,24.08759425,20.64295076,20.47198741,20.46218557,17.80903861,24.61717193,21.99011875,18.94987362,19.13169165,13.99527513,15.65287259,15.52588253,22.52246292,17.75149196,17.25817834,9.067110572,20.23267467,17.46596691,21.38402419,22.46633166,14.66889748,20.01261076,9.171937812,16.09443718,18.46358049,20.29112819,15.83725002,25.49502924,27.09817361,15.98198131,17.31596554,18.16555345,17.20141348,18.54418532,27.12354881,25.93215881,27.46231201,17.73153093,18.7831236,17.064601,25.810967,24.41710392,24.08361337,28.25697156,30.08095753,31.96551107,28.9419092,28.23609152,29.47625521,14.77239002,9.706980605,10.71959715,8.038479678,4.848546484,4.942128938,14.29731381,16.82011359,16.14493702,3.182920242,3.266714995,2.40210171,6.150576449,4.006256412,5.08850874,2.564044025,5.663620635,7.471750899,22.93810608,30.73074172,31.83661791,2.249287828,0,0.4641208792,1.310799699,4.58004563,6.695516795,19.54177276,24.56224128,2.374868132,11.46865174,13.90028856
HEUSTON STATION (CAR PARK),17.42824047,15.11173517,13.67125806,12.01176451,19.84282981,13.50719109,11.12185806,24.07559726,16.66830675,15.06762899,20.08229223,14.79914572,22.39168222,16.69830118,16.66344629,22.06827544,14.85289665,16.85048245,25.98766303,24.54218782,21.08601601,20.90140284,20.88123943,18.20374813,25.06500382,22.43913145,19.39715716,19.5011836,14.42550917,16.03204421,15.92463967,22.95739166,18.16541453,17.72139854,9.483700137,20.68792425,17.92470341,21.79057261,22.92825589,15.08506444,20.47567118,9.566855074,16.55583932,18.81354533,20.69388956,16.26136117,25.91727334,27.52009759,16.4381795,17.77207946,18.62427914,17.6629329,19.00702154,27.57293706,26.37863392,27.908769,18.1010212,19.12484916,17.41919137,26.23929855,24.85994382,24.51499016,28.68065368,30.50572055,32.39104518,29.37544033,28.67382352,29.91597076,15.23350594,10.15899074,11.17448822,8.489411025,5.310947817,5.40610986,14.7091852,17.1453643,16.48390219,3.594545459,3.552252864,2.600482976,5.869986114,4.033317503,4.961215364,2.941778323,6.078215864,7.870637363,23.39590485,31.16374625,32.27499784,2.628827603,0.4641208792,0,1.536706117,4.323003398,6.360467292,19.98782075,24.98854192,2.788720932,11.86306442,14.25736728
ROYAL HOSPITAL,16.88279682,15.31462847,13.62347545,11.74037838,18.95782895,13.03593048,10.63936499,23.79005109,16.20378004,14.63874416,19.31795848,15.14395708,21.73272932,16.30212415,16.75338143,21.77706742,14.26745696,16.01357947,25.32556309,23.92106508,20.61428489,20.55848809,20.62117349,18.1168992,24.53261858,21.89705984,18.88263486,19.5566518,14.09736265,16.04468749,15.82009711,22.56163807,17.9504139,16.76341841,9.300606829,20.06394668,17.24713599,21.6178555,22.1642939,14.86511523,19.67671633,9.52801207,15.54579335,18.97161615,20.54891098,15.97583406,25.62334769,27.22641318,15.81093671,17.1418454,17.94496057,16.92227604,18.22042369,27.01820579,25.86009355,27.38841337,18.16029924,19.3221736,17.55813965,25.89574555,24.38347936,24.14815075,28.3716917,30.1860548,32.06326371,28.98285604,28.24322206,29.46465908,14.51195708,9.631744138,10.5962632,7.996635947,4.673970651,4.612678542,14.52188697,17.42429776,16.70190866,2.336547339,2.022037409,1.091318519,5.600964169,2.816759549,4.1532194,3.217547019,5.970352735,7.829524633,22.72387567,30.77391981,31.83433093,2.929549522,1.310799699,1.536706117,0,4.012200499,6.326702743,19.48602286,24.66368091,2.882051597,11.80722766,14.39560965
KILMAINHAM LANE,20.70944399,19.28425085,17.635607,15.72653404,22.38506746,16.9327598,14.54554524,27.75045702,20.08965004,18.55170919,22.91173107,19.05131344,25.43466241,20.22634259,20.75366093,25.73764517,18.07766861,19.53867963,29.01072423,27.65325264,24.48066301,24.49868298,24.59460734,22.1273302,28.34308721,25.70699591,22.72422647,23.56347877,18.05857387,20.0546243,19.82995386,26.47085171,21.9403046,20.0917869,13.30836569,23.80813979,20.95317313,25.61448177,25.74213651,18.85778598,23.22323535,13.53830527,18.79497814,22.95802717,24.55144538,19.94784318,29.57839476,31.18000965,19.57505349,20.89499179,21.64481758,20.56146014,21.79350288,30.80376388,29.67865291,31.20226653,22.16611821,23.29717353,21.54851593,29.82768878,28.23724242,28.07051182,32.31750547,34.12524311,35.99690258,32.88410895,32.12163062,33.32721582,18.1928478,13.52120398,14.44284421,11.92195809,8.588769503,8.432977857,18.52180857,21.36642984,20.66771419,5.874323985,4.675534859,3.820340154,1.592669372,2.716901171,1.56491306,7.084189799,9.980698454,11.83802923,26.40779059,34.67473163,35.70111793,6.774198365,4.58004563,4.323003398,4.012200499,0,2.389755916,23.33478767,28.60615905,6.811825866,15.8192762,18.38338689
KILMAINHAM GAOL,23.097247,21.46386455,19.9165309,18.06668616,24.73959375,19.3105205,16.92029572,30.10900839,22.47037332,20.92627332,25.29006828,21.1572228,27.82202297,22.59823159,22.9846589,28.09593536,20.46608899,21.91073995,31.39639041,30.04196427,26.86511612,26.86596073,26.9451013,24.42653153,30.73231408,28.09612353,25.11112793,25.81025335,20.41549585,22.31641823,22.13238004,28.84781471,24.27711153,22.43151158,15.62010475,26.19752041,23.34143617,27.94335201,28.11728845,21.19171089,25.59550603,15.8091143,21.12189176,25.15853477,26.87129379,22.29886677,31.93981527,33.54224421,21.96480765,23.28467413,24.03265323,22.94533665,24.16998421,33.1935155,32.06760778,33.59147197,24.41066474,25.47830842,23.75796439,32.1985079,30.62355238,30.4441637,34.68330293,36.49380838,38.36760476,35.26352289,34.50514313,35.71293002,20.58042113,15.89891976,16.82733989,14.29016169,10.95593665,10.8150998,20.84663774,23.50578285,22.83933017,8.263520937,7.052488514,6.208791406,1.112114263,4.972983262,3.349023567,9.255130085,12.25898554,14.10512877,28.79377116,37.0543714,38.08646208,8.940730541,6.695516795,6.360467292,6.326702743,2.389755916,0,25.72109882,30.97301444,9.024996931,18.10007384,20.59281013
FREDERICK STREET SOUTH,2.642516308,9.180382283,7.839959509,8.219805971,5.491365297,6.480801358,8.869389187,5.257403543,3.335479541,4.961962313,3.700135728,10.61561782,3.275157416,3.48936331,7.681986971,3.673046046,5.274457986,5.480122019,6.443046015,4.853060549,1.189942076,2.391469576,3.439779976,5.444015553,5.086138898,2.50146563,0.6212990467,7.201387117,5.823799519,7.080063025,6.062878228,3.389047053,3.994681167,6.728837779,10.75773622,1.829011467,3.156074939,4.95232043,4.850020681,5.765825868,4.266819426,11.03605953,7.736871354,8.389375495,4.874196674,4.456488841,6.813184735,8.306390194,3.939775325,2.82678727,2.786581915,3.981370205,4.074586169,7.610075684,6.391078518,7.921128361,7.164680728,8.922705284,8.121556313,6.783959519,4.902468161,5.016026261,9.319723032,11.03247506,12.8428558,9.613395365,8.801521067,9.993000466,5.553281528,9.857855479,8.896354102,11.51290704,14.81261343,14.90952279,6.245573141,9.725070535,9.077913461,17.46416913,18.75732333,19.51491136,24.84005388,21.01436974,22.82375885,17.19523072,14.0378316,12.49761419,4.194767762,11.39345961,12.36770639,17.47958595,19.54177276,19.98782075,19.48602286,23.33478767,25.72109882,0,5.738695214,17.23730331,9.10734087,8.894325739
CITY QUAY,8.273862709,11.71183547,11.6772352,12.97683683,10.28384558,11.70197786,14.06860195,1.097077011,8.607968641,10.07009177,8.497017338,12.95564152,6.044122552,8.387411398,9.817940261,2.951386422,10.81413492,11.12091133,5.91134981,5.00776171,4.571034479,4.107491107,4.192077551,7.450083014,3.489979595,4.361498307,6.339831422,7.617400036,10.57317779,9.835924789,9.410017764,2.355309031,6.94486694,12.10663374,15.51884039,6.405537348,8.846603389,3.896252363,7.591863622,9.948915999,8.807777813,15.56715565,13.27521478,9.039488324,4.988251045,8.729336481,1.078202071,2.604777402,9.642577572,8.563524048,8.361990877,9.625120185,9.317657466,4.756751038,3.579994014,4.471466016,8.557331871,9.307626235,9.675195272,1.281772303,2.53491756,0.8482884065,3.712217881,5.522660613,7.403856334,4.52233768,4.094531462,5.38605071,11.27397877,15.1009021,14.23987784,16.68429428,20.01817622,20.19037255,10.36394938,11.0999656,10.9248665,22.78366241,24.1344468,24.8087584,30.1496285,26.41470443,28.21882494,22.09465095,18.91878654,17.19833805,5.985729831,6.262033784,7.556909839,22.39612501,24.56224128,24.98854192,24.66368091,28.60615905,30.97301444,5.738695214,0,22.2010278,13.35077924,11.95174298
HEUSTON BRIDGE (SOUTH),14.69850518,12.47243216,10.91119579,9.224220911,17.34737913,10.75833708,8.386816092,21.28688983,13.91044066,12.30218491,17.47655184,12.26756015,19.70890081,13.92314147,13.96113802,19.27969937,12.1494538,14.32214381,23.3012094,21.83579294,18.32500487,18.11602682,18.09264862,15.43740417,22.32002968,19.70027772,16.65185136,16.78527926,11.64148185,13.29521295,13.1525007,20.1782018,15.37849202,15.32023361,6.695428422,17.98900137,15.26409794,19.00917334,20.31442752,12.29711176,17.89688031,6.801751651,14.23182861,16.14997467,17.91650558,13.47319201,23.12861263,24.73140594,13.75192334,15.08337321,15.96261681,15.04762732,16.42310727,24.83429881,23.62790409,25.1576644,15.38566801,16.4855809,14.74344684,23.45291093,22.09744742,21.73123087,25.89220669,27.71754317,29.60311423,26.59389772,25.89885388,27.14492964,12.61522483,7.451749357,8.487239519,5.781361303,2.853070869,3.147285403,11.92338553,14.56174736,13.85605478,2.815005545,3.850982379,3.631188633,8.402995099,5.568326706,7.031067077,0.434372105,3.290346134,5.099679467,20.71901144,28.38148686,29.50100833,0.3862172521,2.374868132,2.788720932,2.882051597,6.811825866,9.024996931,17.23730331,22.2010278,0,9.098077662,11.57758016
KING STREET NORTH,7.0593965,4.069891137,1.81676091,1.672966648,11.47915021,3.728660577,3.340814864,12.3718442,5.94986508,4.445795211,10.75152093,4.692804775,12.14186999,5.623093319,5.0595765,10.39960026,5.373662526,8.742435319,15.53954849,13.95783421,10.00442602,9.381538486,9.168918593,6.340785139,14.0605479,11.58972692,8.626014211,7.781907447,3.360291471,4.254311128,4.066893651,11.53553239,6.414019374,10.4525026,2.601295325,10.38408812,8.329196873,9.955682091,13.27502391,3.453925846,11.34082332,2.2967199,10.12372766,7.36720804,8.843601938,4.766464095,14.21183089,15.80279886,6.801340905,7.881858399,8.92083299,8.579005898,10.00976066,16.58068313,15.27971925,16.7781054,6.398970176,7.804910448,5.948213413,14.62671817,13.6503407,12.98060796,16.98116872,18.81347225,20.70262412,17.83985298,17.24401744,18.52712287,6.683264234,3.901500081,4.058776738,4.596579873,7.494640693,7.864533163,3.005112639,6.28839556,5.381215174,10.35195148,11.79198755,12.19735298,17.40784867,14.02834832,15.74653017,8.922797934,5.842036732,3.998845279,13.14712945,19.60506229,20.82973701,9.234652637,11.46865174,11.86306442,11.80722766,15.8192762,18.10007384,9.10734087,13.35077924,9.098077662,0,2.989119291
WESTERN WAY,7.588450717,1.085773314,1.824896471,4.258836049,12.56387574,5.603243194,6.139000842,10.88922121,6.412390444,5.434244201,11.44272195,2.095550067,12.15345767,5.79094264,2.434208426,9.07739812,6.882985411,10.24915372,15.21415344,13.61333962,9.501855222,8.386428012,7.833414852,4.507240668,13.3675447,11.18000538,8.572143181,5.285567594,4.347159103,2.115818256,2.841236137,10.5308873,5.25677725,12.0629051,5.508050292,10.50928946,9.169892162,8.201665193,13.57626567,3.476549795,12.07733923,4.975565321,12.03504191,4.576006535,7.052649207,4.56307264,12.66659638,14.1961848,7.883607115,8.609422882,9.612670212,9.664394648,10.95395861,15.79629444,14.4480334,15.86444454,3.897849359,4.944059314,3.165887284,13.2265695,12.77980879,11.75323145,15.38297492,17.19597237,19.06463901,16.46624658,16.01206757,17.31032311,8.349575385,6.837530522,6.821395913,7.574688041,10.32029695,10.73265081,3.079458811,3.29952855,2.407992044,13.13942501,14.57979294,14.89080674,19.97589456,16.77113925,18.44071909,11.33792821,8.462430937,6.610435661,13.08907333,18.16807516,19.50661414,11.6524761,13.90028856,14.25736728,14.39560965,18.38338689,20.59281013,8.894325739,11.95174298,11.57758016,2.989119291,0
